;lemmantized_reviews
1012;['really', 'enjoyed', 'stay', 'lac', 'dailette', 'kind', 'holiday', 'good', 'make', 'feared', 'worst', 'first', 'opened', 'door', 'cottage', 'number', '770', 'pretty', 'grubby', 'tired', 'seems', 'recurring', 'theme', 'center', 'parcs', 'day', 'come', 'prepared', 'quick', 'bleach', 'good', 'night', 'sleep', 'get', 'long', 'journey', 'seemed', 'better', 'morning', 'although', 'windowlessventless', 'downstairs', 'toilet', 'always', 'smelt', 'foul', 'also', 'picked', 'bike', 'arrival', 'hassle', 'free', 'planned', 'get', 'tag', 'along', 'year', 'old', 'nt', 'jump', 'deep', 'end', 'cycle', 'everywhere', 'albeit', 'stabilizer', '', 'turn', 'stroke', 'luck', 'loved', 'could', 'ride', 'bike', 'without', 'soon', 'got', 'home', 'first', 'night', 'ate', 'croks', 'think', 'called', 'pretty', 'overpriced', 'impressive', 'burger', 'chip', 'course', 'holiday', 'tried', 'buffet', 'dinner', 'pretty', 'poor', 'creperie', 'nice', 'twice', 'price', 'crepe', 'laon', 'cafe', 'suppose', 'advice', 'would', 'avoid', 'restaurant', 'bought', 'food', 'supermarket', 'ate', 'home', 'lunchaqua', 'mundo', 'brilliant', 'spent', 'hour', 'family', 'loved', 'beach', 'lake', 'nice', 'tooyou', 'france', 'people', 'speak', 'french', 'puzzled', 'comment', 'listing', 'bad', 'point', 'staff', 'speak', 'english', 'nt', 'try', 'best', 'failing', 'find', 'someone', 'speak', 'englishthe', 'little', 'pond', 'outside', 'cottage', 'nice', 'kid', 'fed', 'duck', 'small', 'river', 'mammal', 'sparked', 'much', 'debate', 'thought', 'rat', 'law', 'thought', 'beaver', 'turn', 'coypu', 'otherwise', 'known', 'beaverrat', '', 'everyones', 'winner', 'day', 'trip', 'lovely', 'medieval', 'city', 'called', 'laon', 'worth', 'nice', 'cathedral', 'train', 'ride', 'cable', 'car', 'lovely', 'cafe', 'tasty', 'croque', 'monsieur', 'obligatory', 'day', 'trip', 'disneyland', 'paris', 'awesomethe', 'con', 'jump', 'fabulous', 'time', 'must', 'say', 'something', 'place']
1013;['quite', 'disappointed', 'standard', 'cottage', 'quite', 'shabby', 'bit', 'grubby', 'bathroom', 'window', 'two', 'big', 'insect', 'nest', 'outside', 'called', 'get', 'staff', 'remove', 'would', 'able', 'open', 'bathroom', 'window', 'sent', 'someone', 'spray', 'meant', 'still', 'could', 'open', 'window', 'fume', 'spray', 'also', 'nest', 'still', 'front', 'garden', 'unkempt', 'back', 'garden', 'furniture', 'quite', 'grubby', 'kitchen', 'supply', 'adequate', 'though', 'tea', 'cup', 'tinyfortunately', 'spoke', 'french', 'many', 'staff', 'speak', 'english', 'call', 'complain', 'neighbour', 'playing', 'loud', 'music', 'said', 'would', 'send', 'security', 'round', 'nt', 'called', 'againthe', 'site', 'supermarket', 'way', 'priced', 'head', 'shop', 'laon', 'others', 'suggest', 'also', 'waste', 'money', 'internet', 'service', 'slow', 'restaurant', 'buffet', '20eur', 'food', 'awfulthe', 'location', 'lovely', 'beach', 'really', 'clean', 'water', 'park', 'really', 'great', 'went', 'every', 'day', 'also', 'hired', 'bike', 'bit', 'pricey', 'meant', 'got', 'quickly', 'fun', 'toddler', 'booked', 'last', 'minute', 'paid', '850eur', 'monday', 'friday', 'break', 'high', 'season']
1014;['choose', 'park', 'destination', 'summer', 'holiday', 'arrival', 'park', 'seems', 'look', 'good', 'outside', 'cottage', 'judge', 'cleaning', 'work', 'whole', 'park', 'poorly', 'maintained', 'opened', '2007', 'look', 'year', 'dirt', 'corner', 'beside', 'fridge', 'stain', 'shower', 'curtain', 'veranda', 'cleaned', 'long', 'time', 'also', 'little', 'daylight', 'inside', 'villa', 'wilderness', 'kept', 'maintained', 'toilet', 'smell', 'also', 'effect', 'bad', 'cleaning', 'aqua', 'mundo', 'swimming', 'pool', 'look', 'nice', 'lot', 'water', 'slide', 'look', 'nice', 'cloack', 'room', 'aqua', 'mundo', 'badly', 'maintained', 'lot', 'locker', 'written', 'mean', 'hors', 'service', 'french', 'order', 'also', 'several', 'changing', 'cabin', 'one', 'door', 'door', 'worst', 'part', 'aqua', 'mundo', 'staff', 'overlooking', 'pool', 'lack', 'interest', 'job', 'sometimes', 'mostly', 'interested', 'cellphone', 'sometimes', 'chatting', 'sometimes', 'smoking', 'border', 'wild', 'water', 'river', 'maybe', 'lack', 'management', 'maybe', 'lack', 'discipline', '', '', '', 'italian', 'restaurant', 'serviced', 'reasanable', 'time', 'staff', 'friendly', 'market', 'restaurant', 'buffet', 'eat', 'poor', 'quality', 'cycle', 'rental', 'staff', 'friendly', 'service', 'got', 'possibility', 'change', 'rental', 'bike', 'golf', 'cart']
1015;['stunning', 'view', 'lake', 'great', 'service', 'help', 'desk', 'elsewhere', 'staff', 'speaking', 'good', 'english', 'central', 'dome', 'dirty', 'enough', 'evening', 'also', 'hireable', 'golf', 'cart', 'frankly', 'menace', 'road', 'user', 'especially', 'cyclist', 'customer', 'drove', 'carefully']
1016;['read', 'many', 'negative', 'report', 'standard', 'cleanliness', 'accommodation', 'really', 'pleasantly', 'surprised', 'arrive', 'comfortable', 'well', 'equipped', 'clean', 'cottage', 'located', 'quite', 'hilly', 'area', 'cottage', 'long', 'walk', 'nt', 'choose', 'unless', 'whole', 'family', 'bike', 'rider', 'want', 'hire', 'one', 'electric', 'buggy', 'fairly', 'central', 'even', 'long', 'walk', 'several', 'highlight', 'lovely', 'woodland', 'setting', 'cottage', 'situated', 'fabulous', 'swimming', 'pool', 'spent', 'many', 'hour', 'crowded', 'weekend', 'week', 'really', 'comfortable', 'queue', 'despite', 'august', 'loved', 'slide', 'particularly', 'wild', 'water', 'area', 'fantastic', 'child', 'area', 'various', 'slide', 'water', 'activity', 'undertaken', 'getting', 'drenched', 'every', 'direction', 'read', 'beach', 'beside', 'lake', 'really', 'surprised', 'good', 'area', 'much', 'child', 'loved', 'lovely', 'sandy', 'beach', 'great', 'swimming', 'lake', 'toothe', 'bakery', 'another', 'highlight', 'delicious', 'french', 'bread', 'croissant', 'morning', 'pizza', 'quiche', 'pastry', 'right', 'lunch', 'thought', 'shop', 'good', 'great', 'selection', 'nearly', 'everything', 'could', 'need', 'many', 'activity', 'site', 'week', 'hardly', 'tried', 'swimming', 'pool', 'beach', 'hit', 'family', 'weather', 'fabulous', 'nt', 'play', 'tennis', 'bowling', 'mini', 'golf', 'etc', 'booked', 'advance', 'another', 'time', 'would', 'book', 'arrivalthe', 'one', 'thing', 'felt', 'let', 'lac', 'restaurant', 'tried', 'week', 'far', 'best', 'opinion', 'pizza', 'pasta', 'restaurant', 'found', 'food', 'fresh', 'service', 'good', 'buffet', 'hit', 'miss', 'lot', 'choice', 'often', 'enough', 'staff', 'keep', 'buffet', 'dish', 'full', 'fresh', 'worst', 'grill', 'first', 'night', 'told', 'could', 'barbecue', 'even', 'though', 'given', 'menu', 'barbecue', 'consisted', 'chicken', 'leg', 'sausage', 'interesting', 'vegetable', 'decided', 'give', 'grill', 'another', 'try', 'another', 'night', 'time', 'service', 'really', 'terrible', 'poor', 'waitress', 'extremely', 'stressed', 'many', 'table', 'serve', 'waited', 'seemed', 'like', 'hour', 'food', 'great', 'arrived', 'could', 'nt', 'even', 'get', 'attention', 'get', 'drink', 'child', 'forced', 'get', 'water', 'restaurant', 'quite', 'expensive', 'quality', 'food', 'indifferentbad', 'service', 'shame', 'everything', 'else', 'site', 'first', 'classin', 'summary', 'great', 'family', 'holiday', 'lovely', 'scenic', 'setting', 'woodland', 'beside', 'lake', 'numerous', 'activity', 'suit', 'everyone', 'easy', 'drive', 'calais', 'far', 'disneyland', 'paris', 'either']
1017;['visited', 'center', 'parcs', 'europe', 'visited', 'one', 'last', 'year', 'location', 'one', 'best', 'europe', 'nestling', 'side', 'lake', 'zone', 'bed', 'premier', 'lake', 'accomodation', 'unique', 'among', 'center', 'parcs', 'two', 'storey', 'house', 'bedroom', 'basic', 'reasonable', 'bathroom', 'shower', 'room', 'separate', 'toilet', 'bed', 'linnen', 'poor', 'quality', 'ripped', 'apart', 'large', 'living', 'dining', 'space', 'large', 'deck', 'overlooking', 'lake', 'quality', 'feature', 'average', 'center', 'parcs', 'although', 'certain', 'thing', 'starting', 'look', 'shabby', 'small', 'living', 'room', 'good', 'compared', 'others', 'internet', 'cost', 'euro', 'week', 'pretty', 'useless', 'struggle', 'read', 'email', 'thought', 'downloading', 'medium', 'forget', 'facility', 'pretty', 'good', 'per', 'website', 'child', 'aged', 'find', 'activity', 'excellent', 'lot', 'mosquito', 'everywhere', 'centre', 'veryh', 'annoying', 'also', 'wifi', 'even', 'mcdonalds', 'living', '21st', 'century', 'sadly', 'part', 'francethe', 'food', 'average', 'market', 'buffet', 'restraunt', 'quality', 'food', 'gone', 'last', 'year', 'pizzapasta', 'restraunt', 'acceptable', 'finally', 'posh', 'restraunt', 'worth', 'visit', 'france', 'noted', 'service', 'center', 'parcs', 'highlight', 'bucket', 'load', 'stunning', 'location', 'could', 'exceptional', 'staff', 'exceptional', 'staff', 'many', 'body', 'mind', 'motion', 'ignore', 'appear', 'little', 'interest', 'customer', 'service', 'france', 'complaining', 'futile', 'one', 'answered', 'shoulder', 'shrug', 'real', 'pity', 'center', 'parcs', 'potential', 'jewel', 'crown', 'staff', 'could', 'injected', 'passion', 'little', 'money', 'invested']
1018;['came', 'center', 'parcs', 'group', 'three', 'generation', 'aged', 'month', 'year', 'good', 'time', 'center', 'parcs', 'catered', 'biggest', 'need', 'place', 'people', 'age', 'enjoythe', 'good', 'thing', 'place', 'location', 'scenery', 'facility', 'location', 'could', 'better', 'traveled', 'paris', 'nearby', 'city', 'castle', 'compared', 'place', 'location', 'perfect', 'view', 'also', 'magnificent', 'stunning', 'lake', 'marine', 'lush', 'greenery', 'around', 'facility', 'used', 'included', 'lot', 'child', 'play', 'area', 'huge', 'pool', 'though', 'cramped', 'weekend', 'baluba', 'quite', 'nice', 'good', 'market', 'boulangerie', 'bought', 'fresh', 'croissant', 'every', 'morning', 'definite', 'recommendation', 'rent', 'bike', 'moment', 'arrive', 'u2013', 'make', 'travelling', 'around', 'place', 'faster', 'much', 'fun', 'even', 'special', 'bike', 'people', 'little', 'child', 'rented', 'couple', 'trolley', 'back', 'child', 'could', 'sit', 'watch', 'view', 'paddleu2026however', 'must', 'admit', 'overall', 'condition', 'place', 'bit', 'disappointment', 'room', 'basic', 'hard', 'bed', 'barely', 'clean', 'bath', 'tub', 'smelly', 'run', 'room', 'strong', 'damp', 'smell', 'arrived', 'spider', 'web', 'congratulated', 'every', 'window', 'opened', 'another', 'let', 'specific', 'weather', 'u2013', 'celsius', 'air', 'conditioning', 'even', 'fan', 'help', 'around', 'house', 'make', 'matter', 'worse', 'nearby', 'lake', 'invited', 'type', 'mosquito', 'visit', 'cottagestrips', 'recommend', 'around', 'area1tlaon', 'u2013', 'real', 'gem', 'preserved', 'medieval', 'city', 'beautiful', 'cathedral', 'entrance2tcoucy', 'castle', 'u2013', 'ruin', 'old', 'castle', 'quite', 'empty', 'time', 'kid', 'loved', 'running', 'around3treims', 'u2013', 'u201cbig', 'cityu201d', 'area', 'parislike', 'center', 'said', 'look', 'dutch', 'one', 'biggest', 'impressive', 'gothic', 'cathedral', 'seeoverall', 'member', 'family', 'enjoyed', 'trip', 'complaint', 'aside', 'kid', 'especially', 'enjoyed', 'place', 'give', 'sense', 'freedom', 'car', 'run', 'around', 'safely', 'location', 'good', 'place', 'fun']
1019;['quite', 'worried', 'holiday', 'reading', 'previous', 'review', 'bedroom', 'comfort', 'villa', 'aug', '2012', 'overview', 'experiencepre', 'arrival', 'used', 'topping', 'phoned', 'secure', 'central', 'villa', 'worth', 'family', 'age', 'site', 'well', 'sign', 'posted', 'easy', 'journey', 'tunnel', 'toll', 'roadscheck', 'quick', 'efficient', 'using', 'echeck', 'offered', 'speak', 'englishcottage', 'clean', 'enough', 'comfortable', 'flash', 'wipe', 'didnt', 'feel', 'need', 'clean', 'arrival', 'basic', 'needed', 'glad', 'packed', 'obathmats', 'george', 'foreman', 'grill', 'dvd', 'player', 'scart', 'connector', 'extra', 'ease', 'comfort', 'wish', 'also', 'packed', 'mosquito', 'plug', 'in', 'room', 'loved', 'enclosed', 'terrace', 'private', 'great', 'alfresco', 'dining', 'complex', 'pool', 'brilliant', 'lot', 'center', 'parcs', 'thought', 'aqua', 'mundo', 'great', 'attentive', 'life', 'guard', 'thought', 'baluba', 'indoor', 'play', 'area', 'park', 'beach', 'good', 'monday', 'friday', 'much', 'quieter', 'weekend', 'yet', 'never', 'uncomfortably', 'busy', 'queue', 'guest', 'service', 'long', 'arrival', 'afternoon', 'waited', 'evening', 'next', 'day', 'booked', 'wanted', 'easily', 'queue', 'paintball', 'electric', 'boat', 'lake', 'good', 'bakery', 'used', 'daily', 'baguette', 'always', 'lot', 'available', 'whenever', 'went', 'thought', 'shop', 'basic', 'onlywider', 'area', 'lot', 'disney', 'paris', 'pierrefonds', 'merlin', 'castle', 'filming', 'location', 'etc', 'laon', 'however', 'top', 'return', 'list', 'child', 'teenager', 'tow', 'used', 'laon', 'carrefour', 'supermarket', 'great', 'food', 'holiday', 'fantastic', 'meat', 'pate', 'cheese', 'salad', 'nice', 'wine', 'macdonalds', 'next', 'carrefour', 'didnt', 'use', 'however', 'may', 'interestin', 'summary', 'good', 'holiday', 'weather', 'kind', 'enjoyed', 'quality', 'family', 'time', 'ideal', 'family', 'lot', 'luxurious', 'break', 'compared', 'star', 'hotel', 'however', 'comparison', 'caravan', 'used', 'last', 'year', 'similar', 'price', 'much', 'comfortable', 'offered', 'value', 'money', 'easy', 'option', 'family']
1020;['third', 'visit', 'lac', 'dailette', 'became', 'child', 'favourite', 'center', 'parcs', 'location', 'looking', 'forward', 'week', 'holiday', 'although', 'still', 'good', 'thing', 'say', 'overall', 'impression', 'standard', 'slippingthe', 'good', 'staff', 'generally', 'helpful', 'efficient', 'non', 'french', 'speaker', 'fine', 'polite', 'least', 'try', 'basic', 'frenchthe', 'location', 'remains', 'best', 'feature', 'booked', 'lakeside', 'cottage', 'treated', 'free', 'wildlife', 'show', 'every', 'day', 'swallowswater', 'volesswans', 'etc', 'cottage', 'better', 'designed', 'centerparcs', 'accommodation', 'clean', 'arrival', 'trivial', 'maintenance', 'issue', 'dealt', 'quicklythe', 'goodno', 'internet', 'access', 'cottage', 'whole', 'week', 'technical', 'problem', 'acceptable', 'many', 'people', 'rely', 'free', 'wifi', 'dome', 'substitutegents', 'toilet', 'dome', 'order', 'day', 'timeoccasional', 'smell', 'stale', 'watertoilets', 'dome', 'restaurant', 'areathe', 'best', 'water', 'slide', 'pool', 'use', 'entire', 'week', 'leading', 'overcrowding', 'slidesmany', 'broken', 'locker', 'door', 'light', 'pool', 'changing', 'area', 'difficult', 'swap', 'halogen', 'bulb', 'nt', 'get', 'changed', 'semidarkness', 'restaurant', 'particularly', 'lembarcadere', 'understaffed', 'leading', 'lengthy', 'wait', 'although', 'staff', 'trying', 'best', 'stressed', 'meal', 'became', 'test', 'endurance', 'overall', 'although', 'still', 'good', 'holiday', 'left', 'impression', 'general', 'maintenance', 'need', 'improving', 'justify', 'price', 'marketing']
1021;['stayed', 'adult', 'baby', 'vip', 'cottage', 'number', '376', 'view', 'ons', 'lake', 'nice', 'found', 'hair', 'pillow', 'bath', 'evrything', 'clean', 'rent', 'cottage', 'adult', 'recommend', 'rent', 'cottage', 'adult', 'nt', 'much', 'space', 'luggage', 'buggy', 'sauna', 'usefull', 'nt', 'warm', 'outside', 'quite', 'stayed', 'june', 'high', 'season', 'cottage', 'whole', 'end', 'walking', 'entrance', 'minor', 'vacation', 'rainy', 'good', 'condition', 'nice', 'walk', 'also', 'rent', 'bicycle', 'golfcart', 'expensive', 'shop', 'entrance', 'lot', 'food', 'went', 'carrefour', 'city', 'laon', 'also', 'bakkery', 'delicious', 'french', 'bread', 'nt', 'eat', 'restaurant', 'maked', 'dinner', 'cottage', 'cosy', 'went', 'also', 'aquapark', 'good', 'seen', 'better', 'spectacular', 'good', 'little', 'childeren', 'visited', 'reims', 'epernay', 'enjoyed', 'vacation', 'come', 'back', 'maybe', 'family', 'friend']
1022;['booked', 'cottage', 'vipstyle', 'person', 'one', 'week', 'relaxing', 'stay', 'wife', 'kid', 'upon', 'arrival', 'noticed', 'cottage', 'charming', 'well', 'equipped', 'obviously', 'cleaned', 'thoroughly', 'asked', 'cleaned', 'someone', 'apparently', 'really', 'good', 'job', 'though', 'refrigerator', 'example', 'still', 'quite', 'messy', 'outdoors', 'furniture', 'downright', 'dirty', 'luckily', 'close', 'central', 'building', 'dome', 'call', 'nevertheless', 'great', 'cottage', 'park', 'outstanding', 'aquamundo', 'centerparcish', 'swimming', 'pool', 'fantastic', 'great', 'fun', 'child', 'age', 'parent', 'many', 'dining', 'facility', 'ground', 'nice', 'play', 'area', 'small', 'beach', 'aside', 'lake', 'miniature', 'golf', 'pony', 'ride', 'archery', 'stand', 'boating', 'adventure', 'park', '', 'many', 'thing', 'center', 'parcs', 'premiseschamouille', 'surroundings', '', 'well', '', 'extremely', 'boring', 'plan', 'spend', 'entire', 'holiday', 'center', 'parcs', 'ground', 'fine', 'nt', 'expect', 'many', 'interesting', 'city', 'nearby', 'laon', 'worth', 'visit', 'minute', 'ride', 'good', 'half', 'day', 'reims', 'minute', 'ride', 'great', 'visiting', 'cathedral', 'champagne', 'housesthe', 'restaurant', 'premise', 'fine', 'one', 'buffet', 'restaurant', 'okay', 'italian', 'offered', 'nice', 'pizza', 'grill', 'restaurant', 'proved', 'better', 'choice', 'also', 'pancake', 'place', 'fine', 'pancake', 'keep', 'away', 'galettes', 'local', 'specialty', 'still', 'nt', 'really', 'buy', 'people', 'actually', 'like', 'eating', 'galettes', 'campagnardes', 'still', 'get', 'cold', 'shiver', 'remembering', 'eating', 'one', 'probably', 'exciting', 'thing', 'area', 'mile', 'around', 'price', 'reasonable', 'restaurant', 'child', 'dine', 'free', 'charge', 'supermarket', 'dome', 'offer', 'wide', 'range', 'product', 'probably', 'best', 'visit', 'supermarket', 'laon', 'need', 'buy', 'bigtime', 'center', 'parcs', 'supermarket', 'quite', 'expensive', 'charge', 'regular', 'supermarket', 'staff', 'reception', 'desk', 'restaurant', 'maintenance', 'nicein', 'sum', 'great', 'getaway', 'want', 'spend', 'relaxing', 'time', 'family', 'aware', 'center', 'parcs', 'cheapest', 'option']
1023;['start', 'took', 'age', 'find', 'cottage', 'given', 'vague', 'direction', 'staff', 'finding', 'cottage', 'disappointed', 'see', 'entrance', 'obscured', 'overgrown', 'bush', 'inside', 'even', 'worse', 'grubby', 'say', 'least', 'buffet', 'restaurant', 'average', 'found', 'hard', 'find', 'anything', 'liked', 'choice', 'dessert', 'pizza', 'restaurant', 'better', 'food', 'waiting', 'time', 'ridiculous', 'nt', 'bother', 'complain', 'told', 'arrival', 'none', 'staff', 'spoke', 'englishthe', 'supermarket', 'way', 'overpriced', 'suppose', 'expected', 'told', 'blunt', 'asked', 'carrier', 'bag', 'found', 'annoying', 'spending', 'lot', 'money', 'would', 'suggest', 'going', 'supermarket', 'laon', 'insteadon', 'plus', 'side', 'surrounding', 'great', 'lot', 'child', 'adult', 'alike', 'kid', 'enjoyed', 'riding', 'hired', 'bikesjust', 'bear', 'mind', 'nt', 'speak', 'french', 'may', 'problem']
